logIndex,logTime,¦¤logTime[ms],length,timeStamp[s],¦¤timeStamp[ms],seq,ID,msgcnt,¦¤msgcnt,Path Index,Offset,Offset(Adj),Cyclic Counter,Profile type,Retransmission,Update,Accuracy,Distance,Value 0,Value 1
849,2025-01-31 03:45:41.976932,0.0,8,2519.961661,0.0,1,0xcaf0025e,0,0,8,2090,2090,3,1,0,0,0,0,461,1023
858,2025-01-31 03:45:41.977083,0.15100000000000002,8,2519.961813,0.152,7,0xcaf0025e,0,0,8,2090,2090,3,1,0,0,0,0,461,1023
1512,2025-01-31 03:45:41.996868,19.785,8,2519.981597,19.784,1,0xcaf0025e,0,0,8,2090,2090,0,1,1,0,0,0,461,1023
1524,2025-01-31 03:45:41.997119,0.251,8,2519.981848,0.251,7,0xcaf0025e,0,0,8,2090,2090,0,1,1,0,0,0,461,1023
2153,2025-01-31 03:45:42.016945,19.826,8,2520.001674,19.826,1,0xcaf0025e,0,0,8,1631,1631,1,1,1,0,0,0,501,1023
2174,2025-01-31 03:45:42.017440,0.495,8,2520.002169,0.495,7,0xcaf0025e,0,0,8,1631,1631,1,1,1,0,0,0,501,1023
2782,2025-01-31 03:45:42.036862,19.421999999999997,8,2520.021592,19.423,1,0xcaf0025e,0,0,8,1636,1636,2,1,1,0,0,0,491,1023
2807,2025-01-31 03:45:42.037368,0.506,8,2520.022097,0.505,7,0xcaf0025e,0,0,8,1636,1636,2,1,1,0,0,0,491,1023
3442,2025-01-31 03:45:42.056961,19.593,8,2520.04169,19.593,1,0xcaf0025e,0,0,8,1655,1655,3,1,1,0,0,0,501,1023
3451,2025-01-31 03:45:42.057074,0.11299999999999999,8,2520.041804,0.114,7,0xcaf0025e,0,0,8,1655,1655,3,1,1,0,0,0,501,1023
4508,2025-01-31 03:45:42.087289,30.215,8,2520.072019,30.215,1,0xcaf0025e,0,0,8,1660,1660,0,1,1,0,0,0,511,1023
4571,2025-01-31 03:45:42.088414,1.125,8,2520.073143,1.124,7,0xcaf0025e,0,0,8,1660,1660,0,1,1,0,0,0,511,1023
