logIndex,logTime,¦¤logTime[ms],length,timeStamp[s],¦¤timeStamp[ms],seq,ID,msgcnt,¦¤msgcnt,Path Index,Offset,Offset(Adj),Cyclic Counter,Last Stub at Offset,Rerouting Flag,Sub-path Index,Retransmission,Update,Relative Probability,Functional Road Class,Part of Calculated route,Expressway Flag,Form of Way,Turn angle,Number of Lanes in driving direction
22808,2025-01-31 03:45:42.638110,0.011,8,2520.622839,0.01,7,0xcaf00370,0,0,8,2387,2387,1,1,0,6,1,0,30,1,2,1,1,253,2
25514,2025-01-31 03:45:42.718437,80.327,8,2520.703166,80.327,7,0xcaf00370,0,0,8,2445,2445,2,0,0,6,1,0,30,1,2,1,1,253,2
25520,2025-01-31 03:45:42.718535,0.098,8,2520.703264,0.098,1,0xcaf00370,0,0,8,2445,2445,2,0,0,6,1,0,30,1,2,1,1,253,2
27226,2025-01-31 03:45:42.769235,50.7,8,2520.753964,50.7,7,0xcaf00370,0,0,8,2445,2445,3,1,0,30,1,0,0,2,0,0,9,133,0
27229,2025-01-31 03:45:42.769340,0.10500000000000001,8,2520.75407,0.106,1,0xcaf00370,0,0,8,2445,2445,3,1,0,30,1,0,0,2,0,0,9,133,0
28799,2025-01-31 03:45:42.817474,48.134,8,2520.802204,48.134,1,0xcaf00370,0,0,8,2704,2704,0,1,0,6,1,0,30,1,2,1,1,0,2
28837,2025-01-31 03:45:42.818205,0.731,8,2520.802935,0.731,7,0xcaf00370,0,0,8,2704,2704,0,1,0,6,1,0,30,1,2,1,1,0,2
30553,2025-01-31 03:45:42.869157,50.952,8,2520.853886,50.951,7,0xcaf00370,0,0,8,3064,3064,1,1,0,6,1,0,30,1,2,1,1,0,2
30557,2025-01-31 03:45:42.869222,0.06499999999999999,8,2520.853951,0.065,1,0xcaf00370,0,0,8,3064,3064,1,1,0,6,1,0,30,1,2,1,1,0,2
32156,2025-01-31 03:45:42.918580,49.358,8,2520.90331,49.359,1,0xcaf00370,0,0,8,3222,3222,2,1,0,6,1,0,30,1,2,1,1,0,2
32159,2025-01-31 03:45:42.918630,0.05,8,2520.90336,0.05,7,0xcaf00370,0,0,8,3222,3222,2,1,0,6,1,0,30,1,2,1,1,0,2
33904,2025-01-31 03:45:42.969283,50.653,8,2520.954013,50.653,7,0xcaf00370,0,0,8,4550,4550,3,1,0,6,1,0,30,1,2,1,1,0,2
33909,2025-01-31 03:45:42.969414,0.131,8,2520.954143,0.13,1,0xcaf00370,0,0,8,4550,4550,3,1,0,6,1,0,30,1,2,1,1,0,2
36161,2025-01-31 03:45:43.038047,68.633,8,2521.022777,68.634,1,0xcaf00370,0,0,8,4672,4672,0,1,0,6,1,0,30,1,2,1,1,1,2
36170,2025-01-31 03:45:43.038202,0.155,8,2521.022932,0.155,7,0xcaf00370,0,0,8,4672,4672,0,1,0,6,1,0,30,1,2,1,1,1,2
37925,2025-01-31 03:45:43.088991,50.789,8,2521.073721,50.789,1,0xcaf00370,0,0,8,4818,4818,1,1,0,6,1,0,30,1,2,1,1,0,2
37929,2025-01-31 03:45:43.089068,0.077,8,2521.073798,0.077,7,0xcaf00370,0,0,8,4818,4818,1,1,0,6,1,0,30,1,2,1,1,0,2
39815,2025-01-31 03:45:43.149071,60.003,8,2521.1338,60.002,7,0xcaf00370,0,0,8,5038,5038,2,0,0,6,1,0,28,1,2,1,1,0,2
39830,2025-01-31 03:45:43.149275,0.204,8,2521.134005,0.205,1,0xcaf00370,0,0,8,5038,5038,2,0,0,6,1,0,28,1,2,1,1,0,2
41446,2025-01-31 03:45:43.197831,48.556000000000004,8,2521.18256,48.555,1,0xcaf00370,0,0,8,5038,5038,3,1,0,31,1,0,2,1,0,1,6,248,1
41479,2025-01-31 03:45:43.198460,0.629,8,2521.183189,0.629,7,0xcaf00370,0,0,8,5038,5038,3,1,0,31,1,0,2,1,0,1,6,248,1
43187,2025-01-31 03:45:43.248862,50.402,8,2521.233591,50.402,1,0xcaf00370,0,0,8,6689,6689,0,0,0,6,1,0,30,1,2,1,1,0,2
43198,2025-01-31 03:45:43.249072,0.21000000000000002,8,2521.233801,0.21,7,0xcaf00370,0,0,8,6689,6689,0,0,0,6,1,0,30,1,2,1,1,0,2
44813,2025-01-31 03:45:43.298199,49.126999999999995,8,2521.282928,49.127,7,0xcaf00370,0,0,8,6689,6689,1,1,0,32,1,0,0,1,0,0,6,132,0
44822,2025-01-31 03:45:43.298418,0.219,8,2521.283147,0.219,1,0xcaf00370,0,0,8,6689,6689,1,1,0,32,1,0,0,1,0,0,6,132,0
46814,2025-01-31 03:45:43.359015,60.597,8,2521.343744,60.597,7,0xcaf00370,0,0,8,6913,6913,2,1,0,6,1,0,30,1,2,1,1,250,2
46817,2025-01-31 03:45:43.359066,0.051,8,2521.343795,0.051,1,0xcaf00370,0,0,8,6913,6913,2,1,0,6,1,0,30,1,2,1,1,250,2
48570,2025-01-31 03:45:43.409481,50.415,8,2521.39421,50.415,7,0xcaf00370,0,0,8,7095,7095,3,1,0,6,1,0,30,1,2,1,1,253,2
48572,2025-01-31 03:45:43.409528,0.047,8,2521.394257,0.047,1,0xcaf00370,0,0,8,7095,7095,3,1,0,6,1,0,30,1,2,1,1,253,2
50556,2025-01-31 03:45:43.468967,59.439,8,2521.453697,59.44,1,0xcaf00370,0,0,8,2034,2034,0,0,0,6,1,0,25,1,2,1,1,1,2
50564,2025-01-31 03:45:43.469115,0.148,8,2521.453844,0.147,7,0xcaf00370,0,0,8,2034,2034,0,0,0,6,1,0,25,1,2,1,1,1,2
52145,2025-01-31 03:45:43.517973,48.858,8,2521.502702,48.858,7,0xcaf00370,0,0,8,2034,2034,1,1,0,29,1,0,5,2,0,1,9,250,1
52153,2025-01-31 03:45:43.518129,0.156,8,2521.502858,0.156,1,0xcaf00370,0,0,8,2034,2034,1,1,0,29,1,0,5,2,0,1,9,250,1
54161,2025-01-31 03:45:43.578595,60.466,8,2521.563325,60.467,7,0xcaf00370,0,0,8,2331,2331,2,1,0,6,1,0,30,1,2,1,1,251,2
54201,2025-01-31 03:45:43.579271,0.6759999999999999,8,2521.564001,0.676,1,0xcaf00370,0,0,8,2331,2331,2,1,0,6,1,0,30,1,2,1,1,251,2
55848,2025-01-31 03:45:43.628631,49.36,8,2521.61336,49.359,1,0xcaf00370,0,0,8,2387,2387,3,1,0,6,1,0,30,1,2,1,1,253,2
55860,2025-01-31 03:45:43.628788,0.157,8,2521.613518,0.158,7,0xcaf00370,0,0,8,2387,2387,3,1,0,6,1,0,30,1,2,1,1,253,2
57853,2025-01-31 03:45:43.688935,60.147,8,2521.673664,60.146,7,0xcaf00370,0,0,8,2445,2445,0,0,0,6,1,0,30,1,2,1,1,253,2
57877,2025-01-31 03:45:43.689407,0.472,8,2521.674136,0.472,1,0xcaf00370,0,0,8,2445,2445,0,0,0,6,1,0,30,1,2,1,1,253,2
59488,2025-01-31 03:45:43.738290,48.883,8,2521.723019,48.883,7,0xcaf00370,0,0,8,2445,2445,1,1,0,30,1,0,0,2,0,0,9,133,0
59496,2025-01-31 03:45:43.738432,0.14200000000000002,8,2521.723162,0.143,1,0xcaf00370,0,0,8,2445,2445,1,1,0,30,1,0,0,2,0,0,9,133,0
61484,2025-01-31 03:45:43.798503,60.071,8,2521.783233,60.071,7,0xcaf00370,0,0,8,2704,2704,2,1,0,6,1,0,30,1,2,1,1,0,2
61491,2025-01-31 03:45:43.798626,0.12300000000000001,8,2521.783355,0.122,1,0xcaf00370,0,0,8,2704,2704,2,1,0,6,1,0,30,1,2,1,1,0,2
63138,2025-01-31 03:45:43.848650,50.024,8,2521.83338,50.025,1,0xcaf00370,0,0,8,3064,3064,3,1,0,6,1,0,30,1,2,1,1,0,2
63169,2025-01-31 03:45:43.849233,0.583,8,2521.833962,0.582,7,0xcaf00370,0,0,8,3064,3064,3,1,0,6,1,0,30,1,2,1,1,0,2
65186,2025-01-31 03:45:43.909356,60.123000000000005,8,2521.894086,60.124,7,0xcaf00370,0,0,8,3222,3222,0,1,0,6,1,0,30,1,2,1,1,0,2
65200,2025-01-31 03:45:43.909731,0.375,8,2521.894461,0.375,1,0xcaf00370,0,0,8,3222,3222,0,1,0,6,1,0,30,1,2,1,1,0,2
66784,2025-01-31 03:45:43.958686,48.955,8,2521.943415,48.954,7,0xcaf00370,0,0,8,4550,4550,1,1,0,6,1,0,30,1,2,1,1,0,2
66788,2025-01-31 03:45:43.958807,0.121,8,2521.943537,0.122,1,0xcaf00370,0,0,8,4550,4550,1,1,0,6,1,0,30,1,2,1,1,0,2
68836,2025-01-31 03:45:44.018444,59.637,8,2522.003173,59.636,1,0xcaf00370,0,0,8,4672,4672,2,1,0,6,1,0,30,1,2,1,1,1,2
68837,2025-01-31 03:45:44.018464,0.02,8,2522.003194,0.021,7,0xcaf00370,0,0,8,4672,4672,2,1,0,6,1,0,30,1,2,1,1,1,2
70513,2025-01-31 03:45:44.068816,50.352000000000004,8,2522.053545,50.351,7,0xcaf00370,0,0,8,4818,4818,3,1,0,6,1,0,30,1,2,1,1,0,2
70519,2025-01-31 03:45:44.068951,0.135,8,2522.053681,0.136,1,0xcaf00370,0,0,8,4818,4818,3,1,0,6,1,0,30,1,2,1,1,0,2
72549,2025-01-31 03:45:44.128970,60.019000000000005,8,2522.113699,60.018,1,0xcaf00370,0,0,8,5038,5038,0,0,0,6,1,0,28,1,2,1,1,0,2
72560,2025-01-31 03:45:44.129166,0.196,8,2522.113895,0.196,7,0xcaf00370,0,0,8,5038,5038,0,0,0,6,1,0,28,1,2,1,1,0,2
74139,2025-01-31 03:45:44.178831,49.665,8,2522.16356,49.665,7,0xcaf00370,0,0,8,5038,5038,1,1,0,31,1,0,2,1,0,1,6,248,1
74144,2025-01-31 03:45:44.178954,0.12300000000000001,8,2522.163683,0.123,1,0xcaf00370,0,0,8,5038,5038,1,1,0,31,1,0,2,1,0,1,6,248,1
75940,2025-01-31 03:45:44.229767,50.812999999999995,8,2522.214497,50.814,7,0xcaf00370,0,0,8,6689,6689,2,0,0,6,1,0,30,1,2,1,1,0,2
75953,2025-01-31 03:45:44.230112,0.345,8,2522.214842,0.345,1,0xcaf00370,0,0,8,6689,6689,2,0,0,6,1,0,30,1,2,1,1,0,2
77493,2025-01-31 03:45:44.278172,48.059999999999995,8,2522.262902,48.06,1,0xcaf00370,0,0,8,6689,6689,3,1,0,32,1,0,0,1,0,0,6,132,0
77496,2025-01-31 03:45:44.278259,0.087,8,2522.262988,0.086,7,0xcaf00370,0,0,8,6689,6689,3,1,0,32,1,0,0,1,0,0,6,132,0
79854,2025-01-31 03:45:44.349138,70.87899999999999,8,2522.333867,70.879,7,0xcaf00370,0,0,8,6913,6913,0,1,0,6,1,0,30,1,2,1,1,250,2
79858,2025-01-31 03:45:44.349231,0.093,8,2522.33396,0.093,1,0xcaf00370,0,0,8,6913,6913,0,1,0,6,1,0,30,1,2,1,1,250,2
81541,2025-01-31 03:45:44.398326,49.095,8,2522.383056,49.096,7,0xcaf00370,0,0,8,7095,7095,1,1,0,6,1,0,30,1,2,1,1,253,2
81544,2025-01-31 03:45:44.398411,0.085,8,2522.38314,0.084,1,0xcaf00370,0,0,8,7095,7095,1,1,0,6,1,0,30,1,2,1,1,253,2
83195,2025-01-31 03:45:44.449381,50.97,8,2522.43411,50.97,7,0xcaf00370,0,0,8,2034,2034,2,0,0,6,1,0,25,1,2,1,1,1,2
83205,2025-01-31 03:45:44.449600,0.219,8,2522.434329,0.219,1,0xcaf00370,0,0,8,2034,2034,2,0,0,6,1,0,25,1,2,1,1,1,2
84882,2025-01-31 03:45:44.499529,49.929,8,2522.484259,49.93,1,0xcaf00370,0,0,8,2034,2034,3,1,0,29,1,0,5,2,0,1,9,250,1
84884,2025-01-31 03:45:44.499543,0.014,8,2522.484273,0.014,7,0xcaf00370,0,0,8,2034,2034,3,1,0,29,1,0,5,2,0,1,9,250,1
86802,2025-01-31 03:45:44.558900,59.357,8,2522.543629,59.356,7,0xcaf00370,0,0,8,2331,2331,0,1,0,6,1,0,30,1,2,1,1,251,2
86807,2025-01-31 03:45:44.558962,0.062,8,2522.543692,0.063,1,0xcaf00370,0,0,8,2331,2331,0,1,0,6,1,0,30,1,2,1,1,251,2
88528,2025-01-31 03:45:44.609630,50.668,8,2522.59436,50.668,7,0xcaf00370,0,0,8,2387,2387,1,1,0,6,1,0,30,1,2,1,1,253,2
88531,2025-01-31 03:45:44.609684,0.054,8,2522.594413,0.053,1,0xcaf00370,0,0,8,2387,2387,1,1,0,6,1,0,30,1,2,1,1,253,2
90493,2025-01-31 03:45:44.669088,59.403999999999996,8,2522.653817,59.404,7,0xcaf00370,0,0,8,2445,2445,2,0,0,6,1,0,30,1,2,1,1,253,2
90494,2025-01-31 03:45:44.669132,0.044,8,2522.653862,0.045,1,0xcaf00370,0,0,8,2445,2445,2,0,0,6,1,0,30,1,2,1,1,253,2
92145,2025-01-31 03:45:44.718255,49.123,8,2522.702984,49.122,7,0xcaf00370,0,0,8,2445,2445,3,1,0,30,1,0,0,2,0,0,9,133,0
92146,2025-01-31 03:45:44.718294,0.039,8,2522.703023,0.039,1,0xcaf00370,0,0,8,2445,2445,3,1,0,30,1,0,0,2,0,0,9,133,0
93844,2025-01-31 03:45:44.769255,50.961,8,2522.753985,50.962,7,0xcaf00370,0,0,8,2704,2704,0,1,0,6,1,0,30,1,2,1,1,0,2
93845,2025-01-31 03:45:44.769286,0.031,8,2522.754016,0.031,1,0xcaf00370,0,0,8,2704,2704,0,1,0,6,1,0,30,1,2,1,1,0,2
95438,2025-01-31 03:45:44.817976,48.69,8,2522.802705,48.689,1,0xcaf00370,0,0,8,3064,3064,1,1,0,6,1,0,30,1,2,1,1,0,2
95443,2025-01-31 03:45:44.818065,0.089,8,2522.802795,0.09,7,0xcaf00370,0,0,8,3064,3064,1,1,0,6,1,0,30,1,2,1,1,0,2
97447,2025-01-31 03:45:44.878669,60.604,8,2522.863399,60.604,1,0xcaf00370,0,0,8,3222,3222,2,1,0,6,1,0,30,1,2,1,1,0,2
97449,2025-01-31 03:45:44.878731,0.062,8,2522.863461,0.062,7,0xcaf00370,0,0,8,3222,3222,2,1,0,6,1,0,30,1,2,1,1,0,2
99140,2025-01-31 03:45:44.928945,50.214,8,2522.913675,50.214,7,0xcaf00370,0,0,8,4550,4550,3,1,0,6,1,0,30,1,2,1,1,0,2
99141,2025-01-31 03:45:44.928954,0.009000000000000001,8,2522.913683,0.008,1,0xcaf00370,0,0,8,4550,4550,3,1,0,6,1,0,30,1,2,1,1,0,2
101176,2025-01-31 03:45:44.988962,60.007999999999996,8,2522.973691,60.008,7,0xcaf00370,0,0,8,4672,4672,0,1,0,6,1,0,30,1,2,1,1,1,2
101177,2025-01-31 03:45:44.988971,0.009000000000000001,8,2522.973701,0.01,1,0xcaf00370,0,0,8,4672,4672,0,1,0,6,1,0,30,1,2,1,1,1,2
102750,2025-01-31 03:45:45.038233,49.262,8,2523.022963,49.262,1,0xcaf00370,0,0,8,4818,4818,1,1,0,6,1,0,30,1,2,1,1,0,2
102751,2025-01-31 03:45:45.038239,0.006,8,2523.022969,0.006,7,0xcaf00370,0,0,8,4818,4818,1,1,0,6,1,0,30,1,2,1,1,0,2
104483,2025-01-31 03:45:45.089214,50.975,8,2523.073944,50.975,1,0xcaf00370,0,0,8,5038,5038,2,0,0,6,1,0,28,1,2,1,1,0,2
104484,2025-01-31 03:45:45.089226,0.012,8,2523.073955,0.011,7,0xcaf00370,0,0,8,5038,5038,2,0,0,6,1,0,28,1,2,1,1,0,2
106079,2025-01-31 03:45:45.138324,49.098000000000006,8,2523.123054,49.099,1,0xcaf00370,0,0,8,5038,5038,3,1,0,31,1,0,2,1,0,1,6,248,1
106080,2025-01-31 03:45:45.138338,0.014,8,2523.123067,0.013,7,0xcaf00370,0,0,8,5038,5038,3,1,0,31,1,0,2,1,0,1,6,248,1
108074,2025-01-31 03:45:45.198259,59.921,8,2523.182989,59.922,1,0xcaf00370,0,0,8,6689,6689,0,0,0,6,1,0,30,1,2,1,1,0,2
108076,2025-01-31 03:45:45.198330,0.07100000000000001,8,2523.183059,0.07,7,0xcaf00370,0,0,8,6689,6689,0,0,0,6,1,0,30,1,2,1,1,0,2
109897,2025-01-31 03:45:45.249706,51.376,8,2523.234435,51.376,1,0xcaf00370,0,0,8,6689,6689,1,1,0,32,1,0,0,1,0,0,6,132,0
109898,2025-01-31 03:45:45.249737,0.031,8,2523.234466,0.031,7,0xcaf00370,0,0,8,6689,6689,1,1,0,32,1,0,0,1,0,0,6,132,0
112188,2025-01-31 03:45:45.318033,68.29599999999999,8,2523.302763,68.297,1,0xcaf00370,0,0,8,6913,6913,2,1,0,6,1,0,30,1,2,1,1,250,2
112189,2025-01-31 03:45:45.318074,0.041,8,2523.302804,0.041,7,0xcaf00370,0,0,8,6913,6913,2,1,0,6,1,0,30,1,2,1,1,250,2
113903,2025-01-31 03:45:45.368963,50.888999999999996,8,2523.353693,50.889,1,0xcaf00370,0,0,8,7095,7095,3,1,0,6,1,0,30,1,2,1,1,253,2
113904,2025-01-31 03:45:45.369010,0.047,8,2523.35374,0.047,7,0xcaf00370,0,0,8,7095,7095,3,1,0,6,1,0,30,1,2,1,1,253,2
116014,2025-01-31 03:45:45.428985,59.975,8,2523.413714,59.974,1,0xcaf00370,0,0,8,2034,2034,0,0,0,6,1,0,25,1,2,1,1,1,2
116017,2025-01-31 03:45:45.429042,0.057,8,2523.413771,0.057,7,0xcaf00370,0,0,8,2034,2034,0,0,0,6,1,0,25,1,2,1,1,1,2
117683,2025-01-31 03:45:45.478859,49.817,8,2523.463589,49.818,1,0xcaf00370,0,0,8,2034,2034,1,1,0,29,1,0,5,2,0,1,9,250,1
117684,2025-01-31 03:45:45.478867,0.008,8,2523.463596,0.007,7,0xcaf00370,0,0,8,2034,2034,1,1,0,29,1,0,5,2,0,1,9,250,1
119642,2025-01-31 03:45:45.538217,59.35,8,2523.522946,59.35,1,0xcaf00370,0,0,8,2331,2331,2,1,0,6,1,0,30,1,2,1,1,251,2
119645,2025-01-31 03:45:45.538291,0.074,8,2523.52302,0.074,7,0xcaf00370,0,0,8,2331,2331,2,1,0,6,1,0,30,1,2,1,1,251,2
121376,2025-01-31 03:45:45.588964,50.673,8,2523.573693,50.673,1,0xcaf00370,0,0,8,2387,2387,3,1,0,6,1,0,30,1,2,1,1,253,2
121380,2025-01-31 03:45:45.589044,0.08,8,2523.573773,0.08,7,0xcaf00370,0,0,8,2387,2387,3,1,0,6,1,0,30,1,2,1,1,253,2
123314,2025-01-31 03:45:45.649445,60.401,8,2523.634175,60.402,1,0xcaf00370,0,0,8,2445,2445,0,0,0,6,1,0,30,1,2,1,1,253,2
123316,2025-01-31 03:45:45.649538,0.093,8,2523.634267,0.092,7,0xcaf00370,0,0,8,2445,2445,0,0,0,6,1,0,30,1,2,1,1,253,2
124974,2025-01-31 03:45:45.698699,49.161,8,2523.683429,49.162,1,0xcaf00370,0,0,8,2445,2445,1,1,0,30,1,0,0,2,0,0,9,133,0
124978,2025-01-31 03:45:45.698830,0.131,8,2523.68356,0.131,7,0xcaf00370,0,0,8,2445,2445,1,1,0,30,1,0,0,2,0,0,9,133,0
127655,2025-01-31 03:45:45.778783,79.953,8,2523.763513,79.953,1,0xcaf00370,0,0,8,2704,2704,2,1,0,6,1,0,30,1,2,1,1,0,2
127662,2025-01-31 03:45:45.778955,0.17200000000000001,8,2523.763685,0.172,7,0xcaf00370,0,0,8,2704,2704,2,1,0,6,1,0,30,1,2,1,1,0,2
129431,2025-01-31 03:45:45.831692,52.737,8,2523.816421,52.736,1,0xcaf00370,0,0,8,3064,3064,3,1,0,6,1,0,30,1,2,1,1,0,2
129441,2025-01-31 03:45:45.832026,0.33399999999999996,8,2523.816756,0.335,7,0xcaf00370,0,0,8,3064,3064,3,1,0,6,1,0,30,1,2,1,1,0,2
130982,2025-01-31 03:45:45.878901,46.875,8,2523.863631,46.875,1,0xcaf00370,0,0,8,3222,3222,0,1,0,6,1,0,30,1,2,1,1,0,2
130997,2025-01-31 03:45:45.879136,0.235,8,2523.863866,0.235,7,0xcaf00370,0,0,8,3222,3222,0,1,0,6,1,0,30,1,2,1,1,0,2
132689,2025-01-31 03:45:45.929072,49.936,8,2523.913801,49.935,1,0xcaf00370,0,0,8,4550,4550,1,1,0,6,1,0,30,1,2,1,1,0,2
132693,2025-01-31 03:45:45.929186,0.114,8,2523.913916,0.115,7,0xcaf00370,0,0,8,4550,4550,1,1,0,6,1,0,30,1,2,1,1,0,2
134965,2025-01-31 03:45:45.998670,69.48400000000001,8,2523.983399,69.483,1,0xcaf00370,0,0,8,4672,4672,2,1,0,6,1,0,30,1,2,1,1,1,2
134967,2025-01-31 03:45:45.998815,0.145,8,2523.983544,0.145,7,0xcaf00370,0,0,8,4672,4672,2,1,0,6,1,0,30,1,2,1,1,1,2
136646,2025-01-31 03:45:46.049357,50.541999999999994,8,2524.034086,50.542,1,0xcaf00370,0,0,8,4818,4818,3,1,0,6,1,0,30,1,2,1,1,0,2
136649,2025-01-31 03:45:46.049460,0.103,8,2524.034189,0.103,7,0xcaf00370,0,0,8,4818,4818,3,1,0,6,1,0,30,1,2,1,1,0,2
138257,2025-01-31 03:45:46.098317,48.857,8,2524.083046,48.857,1,0xcaf00370,0,0,8,5038,5038,0,0,0,6,1,0,28,1,2,1,1,0,2
138262,2025-01-31 03:45:46.098409,0.092,8,2524.083138,0.092,7,0xcaf00370,0,0,8,5038,5038,0,0,0,6,1,0,28,1,2,1,1,0,2
139935,2025-01-31 03:45:46.148649,50.24,8,2524.133378,50.24,1,0xcaf00370,0,0,8,5038,5038,1,1,0,31,1,0,2,1,0,1,6,248,1
139945,2025-01-31 03:45:46.148841,0.192,8,2524.13357,0.192,7,0xcaf00370,0,0,8,5038,5038,1,1,0,31,1,0,2,1,0,1,6,248,1
141962,2025-01-31 03:45:46.209059,60.218,8,2524.193788,60.218,1,0xcaf00370,0,0,8,6689,6689,2,0,0,6,1,0,30,1,2,1,1,0,2
141964,2025-01-31 03:45:46.209195,0.136,8,2524.193924,0.136,7,0xcaf00370,0,0,8,6689,6689,2,0,0,6,1,0,30,1,2,1,1,0,2
143619,2025-01-31 03:45:46.258885,49.69,8,2524.243615,49.691,1,0xcaf00370,0,0,8,6689,6689,3,1,0,32,1,0,0,1,0,0,6,132,0
143623,2025-01-31 03:45:46.259016,0.131,8,2524.243745,0.13,7,0xcaf00370,0,0,8,6689,6689,3,1,0,32,1,0,0,1,0,0,6,132,0
145654,2025-01-31 03:45:46.318939,59.922999999999995,8,2524.303668,59.923,1,0xcaf00370,0,0,8,6913,6913,0,1,0,6,1,0,30,1,2,1,1,250,2
145656,2025-01-31 03:45:46.319063,0.124,8,2524.303793,0.125,7,0xcaf00370,0,0,8,6913,6913,0,1,0,6,1,0,30,1,2,1,1,250,2
147321,2025-01-31 03:45:46.368910,49.847,8,2524.35364,49.847,1,0xcaf00370,0,0,8,7095,7095,1,1,0,6,1,0,30,1,2,1,1,253,2
147325,2025-01-31 03:45:46.369007,0.097,8,2524.353737,0.097,7,0xcaf00370,0,0,8,7095,7095,1,1,0,6,1,0,30,1,2,1,1,253,2
