logIndex,logTime,¦¤logTime[ms],length,timeStamp[s],¦¤timeStamp[ms],seq,ID,msgcnt,¦¤msgcnt,Path Index,Offset,Offset(Adj),Cyclic Counter,Profile type,Retransmission,Update,Accuracy,Distance,Value 0,Value 1
450,2025-01-31 03:35:41.941915,0.0,8,1919.929462,0.0,1,0xcaf0025e,0,0,8,6696,6696,3,1,1,0,0,0,491,1023
453,2025-01-31 03:35:41.941970,0.055,8,1919.929517,0.055,7,0xcaf0025e,0,0,8,6696,6696,3,1,1,0,0,0,491,1023
1073,2025-01-31 03:35:41.961897,19.927,8,1919.949444,19.927,1,0xcaf0025e,0,0,8,6705,6705,0,1,1,0,0,0,501,1023
1077,2025-01-31 03:35:41.961947,0.05,8,1919.949494,0.05,7,0xcaf0025e,0,0,8,6705,6705,0,1,1,0,0,0,501,1023
1785,2025-01-31 03:35:41.981916,19.969,8,1919.969463,19.969,1,0xcaf0025e,0,0,8,6710,6710,1,1,1,0,0,0,511,1023
1788,2025-01-31 03:35:41.981962,0.046,8,1919.969509,0.046,7,0xcaf0025e,0,0,8,6710,6710,1,1,1,0,0,0,511,1023
2782,2025-01-31 03:35:42.011931,29.968999999999998,8,1919.999478,29.969,1,0xcaf0025e,0,0,8,6728,6728,2,1,1,0,0,0,521,1023
2783,2025-01-31 03:35:42.011973,0.041999999999999996,8,1919.99952,0.042,7,0xcaf0025e,0,0,8,6728,6728,2,1,1,0,0,0,521,1023
3477,2025-01-31 03:35:42.031917,19.944,8,1920.019464,19.944,1,0xcaf0025e,0,0,8,6737,6737,3,1,1,0,0,0,511,1023
3478,2025-01-31 03:35:42.031956,0.039,8,1920.019503,0.039,7,0xcaf0025e,0,0,8,6737,6737,3,1,1,0,0,0,511,1023
4079,2025-01-31 03:35:42.051907,19.951,8,1920.039455,19.952,1,0xcaf0025e,0,0,8,4046,4046,0,4,1,0,0,42,511,515
4082,2025-01-31 03:35:42.051943,0.036000000000000004,8,1920.03949,0.035,7,0xcaf0025e,0,0,8,4046,4046,0,4,1,0,0,42,511,515
4750,2025-01-31 03:35:42.071923,19.98,8,1920.05947,19.98,1,0xcaf0025e,0,0,8,6742,6742,1,1,1,0,0,0,501,1023
4752,2025-01-31 03:35:42.071956,0.033,8,1920.059503,0.033,7,0xcaf0025e,0,0,8,6742,6742,1,1,1,0,0,0,501,1023
5415,2025-01-31 03:35:42.091991,20.035,8,1920.079538,20.035,1,0xcaf0025e,0,0,8,6758,6758,2,1,1,0,0,0,511,1023
5417,2025-01-31 03:35:42.092023,0.032,8,1920.07957,0.032,7,0xcaf0025e,0,0,8,6758,6758,2,1,1,0,0,0,511,1023
6038,2025-01-31 03:35:42.111931,19.907999999999998,8,1920.099478,19.908,1,0xcaf0025e,0,0,8,4088,4088,3,4,1,0,0,5,515,513
