logIndex,logTime,¦¤logTime[ms],length,timeStamp[s],¦¤timeStamp[ms],seq,ID,msgcnt,¦¤msgcnt,Path Index,Offset,Offset(Adj),Cyclic Counter,Last Stub at Offset,Rerouting Flag,Sub-path Index,Retransmission,Update,Relative Probability,Functional Road Class,Part of Calculated route,Expressway Flag,Form of Way,Turn angle,Number of Lanes in driving direction
737,2025-01-31 04:05:42.020936,0.0,8,3719.996361,0.0,7,0xcaf00370,0,0,31,7558,7558,3,1,0,6,1,0,30,1,2,1,1,253,3
738,2025-01-31 04:05:42.020957,0.020999999999999998,8,3719.996381,0.02,1,0xcaf00370,0,0,31,7558,7558,3,1,0,6,1,0,30,1,2,1,1,253,3
2390,2025-01-31 04:05:42.071225,50.268,8,3720.04665,50.269,7,0xcaf00370,0,0,31,7605,7605,0,1,0,6,1,0,30,1,2,1,1,1,3
2402,2025-01-31 04:05:42.071492,0.26699999999999996,8,3720.046917,0.267,1,0xcaf00370,0,0,31,7605,7605,0,1,0,6,1,0,30,1,2,1,1,1,3
4400,2025-01-31 04:05:42.130679,59.187,8,3720.106104,59.187,7,0xcaf00370,0,0,31,1989,10180,1,1,0,6,1,0,30,1,2,1,1,251,3
4413,2025-01-31 04:05:42.130950,0.27099999999999996,8,3720.106375,0.271,1,0xcaf00370,0,0,31,1989,10180,1,1,0,6,1,0,30,1,2,1,1,251,3
6077,2025-01-31 04:05:42.180947,49.997,8,3720.156372,49.997,7,0xcaf00370,0,0,31,3232,11423,2,1,0,6,1,0,30,1,2,1,1,253,3
6087,2025-01-31 04:05:42.181204,0.257,8,3720.156629,0.257,1,0xcaf00370,0,0,31,3232,11423,2,1,0,6,1,0,30,1,2,1,1,253,3
7873,2025-01-31 04:05:42.231699,50.495,8,3720.207124,50.495,1,0xcaf00370,0,0,31,3270,11461,3,1,0,6,1,0,30,1,2,1,1,253,3
7874,2025-01-31 04:05:42.231738,0.039,8,3720.207162,0.038,7,0xcaf00370,0,0,31,3270,11461,3,1,0,6,1,0,30,1,2,1,1,253,3
9503,2025-01-31 04:05:42.280802,49.064,8,3720.256227,49.065,7,0xcaf00370,0,0,31,3669,11860,0,1,0,6,1,0,30,1,2,1,1,0,3
9511,2025-01-31 04:05:42.280953,0.15100000000000002,8,3720.256377,0.15,1,0xcaf00370,0,0,31,3669,11860,0,1,0,6,1,0,30,1,2,1,1,0,3
11243,2025-01-31 04:05:42.331911,50.958000000000006,8,3720.307335,50.958,1,0xcaf00370,0,0,31,4061,12252,1,1,0,6,1,0,30,1,2,1,1,3,3
11250,2025-01-31 04:05:42.332142,0.231,8,3720.307567,0.232,7,0xcaf00370,0,0,31,4061,12252,1,1,0,6,1,0,30,1,2,1,1,3,3
15209,2025-01-31 04:05:42.451751,119.609,8,3720.427175,119.608,7,0xcaf00370,0,0,31,5637,5637,2,1,0,6,1,0,30,1,2,1,1,0,3
15229,2025-01-31 04:05:42.452036,0.285,8,3720.42746,0.285,1,0xcaf00370,0,0,31,5637,5637,2,1,0,6,1,0,30,1,2,1,1,0,3
