logIndex,logTime,¦¤logTime[ms],length,timeStamp[s],¦¤timeStamp[ms],seq,ID,msgcnt,¦¤msgcnt,Path Index,Offset,Offset(Adj),Cyclic Counter,Profile type,Retransmission,Update,Value,Analyze
957,2025-01-31 01:52:05.834872,0.0,8,59.918848,0.0,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
2608,2025-01-31 01:52:05.884860,49.988,8,59.968837,49.989,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
4214,2025-01-31 01:52:05.935133,50.272999999999996,8,60.01911,50.273,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
5850,2025-01-31 01:52:05.985043,49.910000000000004,8,60.06902,49.91,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
8088,2025-01-31 01:52:06.055072,70.029,8,60.139049,70.029,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
9766,2025-01-31 01:52:06.105104,50.032000000000004,8,60.189081,50.032,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
11302,2025-01-31 01:52:06.154948,49.844,8,60.238925,49.844,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
12971,2025-01-31 01:52:06.204857,49.909,8,60.288834,49.909,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
14908,2025-01-31 01:52:06.264866,60.009,8,60.348843,60.009,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
16616,2025-01-31 01:52:06.316101,51.235,8,60.400078,51.235,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
18571,2025-01-31 01:52:06.375385,59.284000000000006,8,60.459362,59.284,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
20303,2025-01-31 01:52:06.424897,49.512,8,60.508874,49.512,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
22223,2025-01-31 01:52:06.484934,60.037,8,60.568911,60.037,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
23803,2025-01-31 01:52:06.534945,50.011,8,60.618922,50.011,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
26151,2025-01-31 01:52:06.604922,69.977,8,60.688899,69.977,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
27707,2025-01-31 01:52:06.655155,50.233,8,60.739132,50.233,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
29710,2025-01-31 01:52:06.714976,59.821,8,60.798953,59.821,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
31344,2025-01-31 01:52:06.764870,49.894,8,60.848847,49.894,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
33002,2025-01-31 01:52:06.815381,50.511,8,60.899358,50.511,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
34632,2025-01-31 01:52:06.865403,50.022,8,60.94938,50.022,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
36606,2025-01-31 01:52:06.926178,60.775000000000006,8,61.010155,60.775,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
38144,2025-01-31 01:52:06.974966,48.788,8,61.058943,48.788,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
40439,2025-01-31 01:52:07.045625,70.659,8,61.129602,70.659,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
42062,2025-01-31 01:52:07.094866,49.241,8,61.178843,49.241,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
43995,2025-01-31 01:52:07.155085,60.219,8,61.239062,60.219,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
45700,2025-01-31 01:52:07.205669,50.583999999999996,8,61.289646,50.584,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
47638,2025-01-31 01:52:07.265368,59.699000000000005,8,61.349345,59.699,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
49241,2025-01-31 01:52:07.315154,49.785999999999994,8,61.399131,49.786,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
51236,2025-01-31 01:52:07.375187,60.033,8,61.459164,60.033,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
52929,2025-01-31 01:52:07.425218,50.031,8,61.509195,50.031,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
54856,2025-01-31 01:52:07.485128,59.91,8,61.569105,59.91,1,0xcaf0036a,0,0,2,8191,8191,2,0,1,0,0xffffffff,4294967295
56462,2025-01-31 01:52:07.535579,50.451,8,61.619556,50.451,1,0xcaf0036a,0,0,2,8191,8191,3,0,1,0,0xffffffff,4294967295
58452,2025-01-31 01:52:07.595000,59.421,8,61.678977,59.421,1,0xcaf0036a,0,0,2,8191,8191,0,0,1,0,0xffffffff,4294967295
60060,2025-01-31 01:52:07.645289,50.289,8,61.729266,50.289,1,0xcaf0036a,0,0,2,8191,8191,1,0,1,0,0xffffffff,4294967295
