logIndex,logTime,¦¤logTime[ms],length,timeStamp[s],¦¤timeStamp[ms],seq,ID,msgcnt,¦¤msgcnt,Path Index,Offset,Offset(Adj),Cyclic Counter,Profile type,Retransmission,Update,Accuracy,Distance,Value 0,Value 1
293,2025-01-31 01:52:05.814848,0.0,8,59.898825,0.0,1,0xcaf0025e,0,0,2,8191,8191,3,0,1,0,3,0,1023,1023
295,2025-01-31 01:52:05.814871,0.023,8,59.898848,0.023,7,0xcaf0025e,0,0,2,8191,8191,3,0,1,0,3,0,1023,1023
2262,2025-01-31 01:52:05.875149,60.278,8,59.959126,60.278,1,0xcaf0025e,0,0,2,8191,8191,0,0,1,0,3,0,1023,1023
2273,2025-01-31 01:52:05.875293,0.14400000000000002,8,59.95927,0.144,7,0xcaf0025e,0,0,2,8191,8191,0,0,1,0,3,0,1023,1023
3001,2025-01-31 01:52:05.895900,20.607,8,59.979877,20.607,1,0xcaf0025e,0,0,2,8191,8191,1,0,1,0,3,0,1023,1023
3002,2025-01-31 01:52:05.895914,0.014,8,59.979891,0.014,7,0xcaf0025e,0,0,2,8191,8191,1,0,1,0,3,0,1023,1023
3571,2025-01-31 01:52:05.914857,18.943,8,59.998834,18.943,1,0xcaf0025e,0,0,2,8191,8191,2,0,1,0,3,0,1023,1023
3577,2025-01-31 01:52:05.914881,0.024,8,59.998858,0.024,7,0xcaf0025e,0,0,2,8191,8191,2,0,1,0,3,0,1023,1023
4196,2025-01-31 01:52:05.934855,19.974,8,60.018833,19.975,1,0xcaf0025e,0,0,2,8191,8191,3,0,1,0,3,0,1023,1023
4200,2025-01-31 01:52:05.934880,0.025,8,60.018857,0.024,7,0xcaf0025e,0,0,2,8191,8191,3,0,1,0,3,0,1023,1023
5492,2025-01-31 01:52:05.974970,40.09,8,60.058947,40.09,7,0xcaf0025e,0,0,2,8191,8191,0,0,1,0,3,0,1023,1023
5493,2025-01-31 01:52:05.974971,0.001,8,60.058948,0.001,1,0xcaf0025e,0,0,2,8191,8191,0,0,1,0,3,0,1023,1023
6246,2025-01-31 01:52:05.997210,22.238999999999997,8,60.081187,22.239,1,0xcaf0025e,0,0,2,8191,8191,1,0,1,0,3,0,1023,1023
6247,2025-01-31 01:52:05.997221,0.011,8,60.081198,0.011,7,0xcaf0025e,0,0,2,8191,8191,1,0,1,0,3,0,1023,1023
6806,2025-01-31 01:52:06.014843,17.622,8,60.098819,17.621,1,0xcaf0025e,0,0,2,8191,8191,2,0,1,0,3,0,1023,1023
6808,2025-01-31 01:52:06.014863,0.02,8,60.09884,0.021,7,0xcaf0025e,0,0,2,8191,8191,2,0,1,0,3,0,1023,1023
7431,2025-01-31 01:52:06.034837,19.974,8,60.118814,19.974,1,0xcaf0025e,0,0,2,8191,8191,3,0,1,0,3,0,1023,1023
7432,2025-01-31 01:52:06.034861,0.024,8,60.118838,0.024,7,0xcaf0025e,0,0,2,8191,8191,3,0,1,0,3,0,1023,1023
9070,2025-01-31 01:52:06.084769,49.908,8,60.168746,49.908,1,0xcaf0025e,0,0,2,8191,8191,0,0,1,0,3,0,1023,1023
9092,2025-01-31 01:52:06.085078,0.309,8,60.169055,0.309,7,0xcaf0025e,0,0,2,8191,8191,0,0,1,0,3,0,1023,1023
9752,2025-01-31 01:52:06.104857,19.779,8,60.188834,19.779,1,0xcaf0025e,0,0,2,8191,8191,1,0,1,0,3,0,1023,1023
9755,2025-01-31 01:52:06.104947,0.09000000000000001,8,60.188924,0.09,7,0xcaf0025e,0,0,2,8191,8191,1,0,1,0,3,0,1023,1023
10378,2025-01-31 01:52:06.124657,19.709999999999997,8,60.208634,19.71,1,0xcaf0025e,0,0,2,8191,8191,2,0,1,0,3,0,1023,1023
10380,2025-01-31 01:52:06.124694,0.037,8,60.208671,0.037,7,0xcaf0025e,0,0,2,8191,8191,2,0,1,0,3,0,1023,1023
11018,2025-01-31 01:52:06.145785,21.090999999999998,8,60.229762,21.091,1,0xcaf0025e,0,0,2,8191,8191,3,0,1,0,3,0,1023,1023
11019,2025-01-31 01:52:06.145837,0.052,8,60.229814,0.052,7,0xcaf0025e,0,0,2,8191,8191,3,0,1,0,3,0,1023,1023
12643,2025-01-31 01:52:06.194883,49.046,8,60.27886,49.046,1,0xcaf0025e,0,0,2,8191,8191,0,0,1,0,3,0,1023,1023
12644,2025-01-31 01:52:06.194887,0.004,8,60.278864,0.004,7,0xcaf0025e,0,0,2,8191,8191,0,0,1,0,3,0,1023,1023
13282,2025-01-31 01:52:06.214879,19.992,8,60.298856,19.992,7,0xcaf0025e,0,0,2,8191,8191,1,0,1,0,3,0,1023,1023
13283,2025-01-31 01:52:06.214888,0.009000000000000001,8,60.298865,0.009,1,0xcaf0025e,0,0,2,8191,8191,1,0,1,0,3,0,1023,1023
13912,2025-01-31 01:52:06.235131,20.243000000000002,8,60.319108,20.243,1,0xcaf0025e,0,0,2,8191,8191,2,0,1,0,3,0,1023,1023
13918,2025-01-31 01:52:06.235277,0.146,8,60.319254,0.146,7,0xcaf0025e,0,0,2,8191,8191,2,0,1,0,3,0,1023,1023
14566,2025-01-31 01:52:06.255127,19.849999999999998,8,60.339104,19.85,1,0xcaf0025e,0,0,2,8191,8191,3,0,1,0,3,0,1023,1023
