logIndex,logTime,¦¤logTime[ms],length,timeStamp[s],¦¤timeStamp[ms],seq,ID,msgcnt,¦¤msgcnt,Path Index,Offset,Offset(Adj),Cyclic Counter,Last Stub at Offset,Rerouting Flag,Sub-path Index,Retransmission,Update,Relative Probability,Functional Road Class,Part of Calculated route,Expressway Flag,Form of Way,Turn angle,Number of Lanes in driving direction
1016,2025-01-31 01:52:05.836314,0.0,8,59.920291,0.0,1,0xcaf00370,0,0,2,8191,8191,0,0,0,0,1,0,31,7,3,0,15,254,15
1018,2025-01-31 01:52:05.836402,0.088,8,59.920379,0.088,7,0xcaf00370,0,0,2,8191,8191,0,0,0,0,1,0,31,7,3,0,15,254,15
2662,2025-01-31 01:52:05.885755,49.353,8,59.969732,49.353,1,0xcaf00370,0,0,2,8191,8191,1,0,0,0,1,0,31,7,3,0,15,254,15
2663,2025-01-31 01:52:05.885769,0.014,8,59.969746,0.014,7,0xcaf00370,0,0,2,8191,8191,1,0,0,0,1,0,31,7,3,0,15,254,15
4278,2025-01-31 01:52:05.936936,51.166999999999994,8,60.020913,51.167,1,0xcaf00370,0,0,2,8191,8191,2,0,0,0,1,0,31,7,3,0,15,254,15
4279,2025-01-31 01:52:05.936949,0.013,8,60.020926,0.013,7,0xcaf00370,0,0,2,8191,8191,2,0,0,0,1,0,31,7,3,0,15,254,15
5901,2025-01-31 01:52:05.986109,49.160000000000004,8,60.070086,49.16,1,0xcaf00370,0,0,2,8191,8191,3,0,0,0,1,0,31,7,3,0,15,254,15
5903,2025-01-31 01:52:05.986121,0.012,8,60.070098,0.012,7,0xcaf00370,0,0,2,8191,8191,3,0,0,0,1,0,31,7,3,0,15,254,15
8159,2025-01-31 01:52:06.056494,70.373,8,60.140471,70.373,1,0xcaf00370,0,0,2,8191,8191,0,0,0,0,1,0,31,7,3,0,15,254,15
8160,2025-01-31 01:52:06.056503,0.009000000000000001,8,60.14048,0.009,7,0xcaf00370,0,0,2,8191,8191,0,0,0,0,1,0,31,7,3,0,15,254,15
9796,2025-01-31 01:52:06.105979,49.476,8,60.189956,49.476,1,0xcaf00370,0,0,2,8191,8191,1,0,0,0,1,0,31,7,3,0,15,254,15
9797,2025-01-31 01:52:06.105983,0.004,8,60.18996,0.004,7,0xcaf00370,0,0,2,8191,8191,1,0,0,0,1,0,31,7,3,0,15,254,15
