logIndex,logTime,¦¤logTime[ms],length,timeStamp[s],¦¤timeStamp[ms],seq,ID,msgcnt,¦¤msgcnt,Path Index,Offset,Offset(Adj),Cyclic Counter,Position Index,Position Probablility,Position Age,Position Confidence,Speed,Relative Heading
11377,2025-01-31 01:52:06.156904,0.0,8,60.240881,0.0,7,0xcaf0054c,0,0,2,8191,8191,2,0,0,45,0,64,156
11378,2025-01-31 01:52:06.156911,0.007,8,60.240888,0.007,1,0xcaf0054c,0,0,2,8191,8191,2,0,0,45,0,64,156
29755,2025-01-31 01:52:06.715759,558.848,8,60.799736,558.848,1,0xcaf0054c,0,0,2,8191,8191,3,0,0,156,0,64,156
29765,2025-01-31 01:52:06.716075,0.316,8,60.800052,0.316,7,0xcaf0054c,0,0,2,8191,8191,3,0,0,156,0,64,156
47666,2025-01-31 01:52:07.266664,550.5889999999999,8,61.35064,550.588,7,0xcaf0054c,0,0,2,8191,8191,0,0,0,86,0,64,156
47668,2025-01-31 01:52:07.266746,0.082,8,61.350723,0.083,1,0xcaf0054c,0,0,2,8191,8191,0,0,0,86,0,64,156
65693,2025-01-31 01:52:07.816611,549.865,8,61.900588,549.865,7,0xcaf0054c,0,0,2,8191,8191,1,0,0,17,0,64,156
65696,2025-01-31 01:52:07.816708,0.097,8,61.900685,0.097,1,0xcaf0054c,0,0,2,8191,8191,1,0,0,17,0,64,156
83638,2025-01-31 01:52:08.366400,549.692,8,62.450377,549.692,1,0xcaf0054c,0,0,2,8191,8191,2,0,0,125,0,64,156
83655,2025-01-31 01:52:08.367149,0.749,8,62.451126,0.749,7,0xcaf0054c,0,0,2,8191,8191,2,0,0,125,0,64,156
101207,2025-01-31 01:52:08.906554,539.405,8,62.990531,539.405,1,0xcaf0054c,0,0,2,8191,8191,3,0,0,55,0,64,156
101302,2025-01-31 01:52:08.909852,3.298,8,62.993829,3.298,7,0xcaf0054c,0,0,2,8191,8191,3,0,0,55,0,64,156
119225,2025-01-31 01:52:09.457375,547.523,8,63.541352,547.523,1,0xcaf0054c,0,0,2,8191,8191,0,0,0,165,0,64,156
119366,2025-01-31 01:52:09.462039,4.664,8,63.546016,4.664,7,0xcaf0054c,0,0,2,8191,8191,0,0,0,165,0,64,156
136837,2025-01-31 01:52:09.997325,535.2860000000001,8,64.081302,535.286,1,0xcaf0054c,0,0,2,8191,8191,1,0,0,92,0,64,156
136977,2025-01-31 01:52:10.001837,4.5120000000000005,8,64.085814,4.512,7,0xcaf0054c,0,0,2,8191,8191,1,0,0,92,0,64,156
155091,2025-01-31 01:52:10.557137,555.3000000000001,8,64.641114,555.3,1,0xcaf0054c,0,0,2,8191,8191,2,0,0,204,0,64,156
155305,2025-01-31 01:52:10.563467,6.33,8,64.647444,6.33,7,0xcaf0054c,0,0,2,8191,8191,2,0,0,204,0,64,156
173336,2025-01-31 01:52:11.116712,553.245,8,65.200689,553.245,1,0xcaf0054c,0,0,2,8191,8191,3,0,0,117,0,64,156
173605,2025-01-31 01:52:11.126015,9.303,8,65.209992,9.303,7,0xcaf0054c,0,0,2,8191,8191,3,0,0,117,0,64,156
191280,2025-01-31 01:52:11.666134,540.119,8,65.750111,540.119,1,0xcaf0054c,0,0,2,8191,8191,0,0,0,46,0,64,156
191615,2025-01-31 01:52:11.676614,10.48,8,65.760591,10.48,7,0xcaf0054c,0,0,2,8191,8191,0,0,0,46,0,64,156
208821,2025-01-31 01:52:12.206843,530.2289999999999,8,66.29082,530.229,1,0xcaf0054c,0,0,2,8191,8191,1,0,0,154,0,64,156
209158,2025-01-31 01:52:12.218486,11.643,8,66.302463,11.643,7,0xcaf0054c,0,0,2,8191,8191,1,0,0,154,0,64,156
226832,2025-01-31 01:52:12.755758,537.2719999999999,8,66.839735,537.272,1,0xcaf0054c,0,0,2,8191,8191,2,0,0,84,0,64,156
227291,2025-01-31 01:52:12.770200,14.442,8,66.854177,14.442,7,0xcaf0054c,0,0,2,8191,8191,2,0,0,84,0,64,156
244203,2025-01-31 01:52:13.287933,517.733,8,67.37191,517.733,1,0xcaf0054c,0,0,2,8191,8191,3,0,0,11,0,64,156
244660,2025-01-31 01:52:13.303514,15.581,8,67.38749,15.58,7,0xcaf0054c,0,0,2,8191,8191,3,0,0,11,0,64,156
262449,2025-01-31 01:52:13.848070,544.556,8,67.932047,544.557,1,0xcaf0054c,0,0,2,8191,8191,0,0,0,123,0,64,156
262885,2025-01-31 01:52:13.862684,14.614,8,67.946661,14.614,7,0xcaf0054c,0,0,2,8191,8191,0,0,0,123,0,64,156
279743,2025-01-31 01:52:14.377291,514.6070000000001,8,68.461268,514.607,1,0xcaf0054c,0,0,2,8191,8191,1,0,0,49,0,64,156
280206,2025-01-31 01:52:14.390146,12.855,8,68.474123,12.855,7,0xcaf0054c,0,0,2,8191,8191,1,0,0,49,0,64,156
297570,2025-01-31 01:52:14.925627,535.481,8,69.009604,535.481,1,0xcaf0054c,0,0,2,8191,8191,2,0,0,158,0,64,156
297892,2025-01-31 01:52:14.935873,10.246,8,69.01985,10.246,7,0xcaf0054c,0,0,2,8191,8191,2,0,0,158,0,64,156
315616,2025-01-31 01:52:15.476867,540.994,8,69.560844,540.994,1,0xcaf0054c,0,0,2,8191,8191,3,0,0,88,0,64,156
315916,2025-01-31 01:52:15.484499,7.632,8,69.568476,7.632,7,0xcaf0054c,0,0,2,8191,8191,3,0,0,88,0,64,156
333895,2025-01-31 01:52:16.037154,552.655,8,70.121131,552.655,1,0xcaf0054c,0,0,2,8191,8191,0,0,0,20,0,64,156
334048,2025-01-31 01:52:16.042200,5.046,8,70.126177,5.046,7,0xcaf0054c,0,0,2,8191,8191,0,0,0,20,0,64,156
351944,2025-01-31 01:52:16.587537,545.337,8,70.671514,545.337,1,0xcaf0054c,0,0,2,8191,8191,1,0,0,130,0,64,156
352013,2025-01-31 01:52:16.590010,2.473,8,70.673987,2.473,7,0xcaf0054c,0,0,2,8191,8191,1,0,0,130,0,64,156
369457,2025-01-31 01:52:17.126252,536.242,8,71.210229,536.242,7,0xcaf0054c,0,0,2,8191,8191,2,0,0,59,0,64,156
369458,2025-01-31 01:52:17.126316,0.064,8,71.210293,0.064,1,0xcaf0054c,0,0,2,8191,8191,2,0,0,59,0,64,156
387472,2025-01-31 01:52:17.675950,549.6339999999999,8,71.759927,549.634,7,0xcaf0054c,0,0,2,8191,8191,3,0,0,167,0,64,156
387489,2025-01-31 01:52:17.676989,1.039,8,71.760966,1.039,1,0xcaf0054c,0,0,2,8191,8191,3,0,0,167,0,64,156
405058,2025-01-31 01:52:18.217305,540.316,8,72.301282,540.316,7,0xcaf0054c,0,0,2,8191,8191,0,0,0,77,0,64,156
405091,2025-01-31 01:52:18.219077,1.772,8,72.303054,1.772,1,0xcaf0054c,0,0,2,8191,8191,0,0,0,77,0,64,156
422587,2025-01-31 01:52:18.753136,534.059,8,72.837113,534.059,7,0xcaf0054c,0,0,2,8191,8191,1,0,0,184,0,64,156
422772,2025-01-31 01:52:18.756731,3.595,8,72.840708,3.595,1,0xcaf0054c,0,0,2,8191,8191,1,0,0,184,0,64,156
440202,2025-01-31 01:52:19.291969,535.2379999999999,8,73.375946,535.238,7,0xcaf0054c,0,0,2,8191,8191,2,0,0,113,0,64,156
440427,2025-01-31 01:52:19.297061,5.0920000000000005,8,73.381038,5.092,1,0xcaf0054c,0,0,2,8191,8191,2,0,0,113,0,64,156
458261,2025-01-31 01:52:19.845205,548.144,8,73.929182,548.144,7,0xcaf0054c,0,0,2,8191,8191,3,0,0,43,0,64,156
458461,2025-01-31 01:52:19.849918,4.713,8,73.933895,4.713,1,0xcaf0054c,0,0,2,8191,8191,3,0,0,43,0,64,156
476189,2025-01-31 01:52:20.392391,542.473,8,74.476368,542.473,7,0xcaf0054c,0,0,2,8191,8191,0,0,0,152,0,64,156
476376,2025-01-31 01:52:20.396873,4.482,8,74.48085,4.482,1,0xcaf0054c,0,0,2,8191,8191,0,0,0,152,0,64,156
494381,2025-01-31 01:52:20.953051,556.178,8,75.037028,556.178,7,0xcaf0054c,0,0,2,8191,8191,1,0,0,84,0,64,156
494561,2025-01-31 01:52:20.957385,4.3340000000000005,8,75.041362,4.334,1,0xcaf0054c,0,0,2,8191,8191,1,0,0,84,0,64,156
512765,2025-01-31 01:52:21.513477,556.092,8,75.597454,556.092,7,0xcaf0054c,0,0,2,8191,8191,2,0,0,15,0,64,156
512882,2025-01-31 01:52:21.516712,3.235,8,75.600689,3.235,1,0xcaf0054c,0,0,2,8191,8191,2,0,0,15,0,64,156
530535,2025-01-31 01:52:22.057611,540.899,8,76.141588,540.899,7,0xcaf0054c,0,0,2,8191,8191,3,0,0,124,0,64,156
530566,2025-01-31 01:52:22.058956,1.345,8,76.142933,1.345,1,0xcaf0054c,0,0,2,8191,8191,3,0,0,124,0,64,156
548804,2025-01-31 01:52:22.616219,557.2629999999999,8,76.700196,557.263,7,0xcaf0054c,0,0,2,8191,8191,0,0,0,58,0,64,156
548811,2025-01-31 01:52:22.616731,0.512,8,76.700708,0.512,1,0xcaf0054c,0,0,2,8191,8191,0,0,0,58,0,64,156
566681,2025-01-31 01:52:23.167854,551.123,8,77.251831,551.123,7,0xcaf0054c,0,0,2,8191,8191,1,0,0,165,0,64,156
566690,2025-01-31 01:52:23.168428,0.574,8,77.252405,0.574,1,0xcaf0054c,0,0,2,8191,8191,1,0,0,165,0,64,156
584346,2025-01-31 01:52:23.706613,538.1850000000001,8,77.79059,538.185,7,0xcaf0054c,0,0,2,8191,8191,2,0,0,93,0,64,156
584347,2025-01-31 01:52:23.706698,0.085,8,77.790675,0.085,1,0xcaf0054c,0,0,2,8191,8191,2,0,0,93,0,64,156
602181,2025-01-31 01:52:24.258885,552.187,8,78.342862,552.187,7,0xcaf0054c,0,0,2,8191,8191,3,0,0,24,0,64,156
602186,2025-01-31 01:52:24.259002,0.11699999999999999,8,78.342979,0.117,1,0xcaf0054c,0,0,2,8191,8191,3,0,0,24,0,64,156
620183,2025-01-31 01:52:24.806813,547.811,8,78.890791,547.812,7,0xcaf0054c,0,0,2,8191,8191,0,0,0,133,0,64,156
620185,2025-01-31 01:52:24.806933,0.12000000000000001,8,78.89091,0.119,1,0xcaf0054c,0,0,2,8191,8191,0,0,0,133,0,64,156
638099,2025-01-31 01:52:25.357421,550.4879999999999,8,79.441398,550.488,7,0xcaf0054c,0,0,2,8191,8191,1,0,0,65,0,64,156
