logIndex,logTime,¦¤logTime[ms],length,timeStamp[s],¦¤timeStamp[ms],seq,ID,msgcnt,¦¤msgcnt,Path Index,Offset,Offset(Adj),Cyclic Counter,Profile type,Retransmission,Update,Value,Analyze
27242,2025-06-25 04:33:15.443649,70.268,8,1705.791844,70.268,1,0xcaf0036a,0,0,8,3242,11433,2,24,0,0,0xc00020,12582944
27721,2025-06-25 04:33:15.493150,49.501000000000005,8,1705.841345,49.501,1,0xcaf0036a,0,0,8,3242,11433,3,24,1,0,0xc00020,12582944
28454,2025-06-25 04:33:15.563500,70.35,8,1705.911695,70.35,1,0xcaf0036a,0,0,8,600,8791,0,26,1,0,0xb5844de0,34.128320955333876
28930,2025-06-25 04:33:15.613138,49.638,8,1705.961333,49.638,1,0xcaf0036a,0,0,8,600,8791,1,17,1,0,0x1c00030,29360176
29664,2025-06-25 04:33:15.683933,70.795,8,1706.032128,70.795,1,0xcaf0036a,0,0,8,600,8791,2,24,1,0,0x7000030,117440560
30300,2025-06-25 04:33:15.744023,60.089999999999996,8,1706.092218,60.09,1,0xcaf0036a,0,0,8,840,9031,3,1,1,0,0x24fa7bda,-117.9604518
31122,2025-06-25 04:33:15.823513,79.49000000000001,8,1706.171708,79.49,1,0xcaf0036a,0,0,8,840,9031,0,2,1,0,0x49fcbe9d,34.130063699999994
31599,2025-06-25 04:33:15.873110,49.597,8,1706.221378,49.67,1,0xcaf0036a,0,0,8,840,9031,1,25,1,0,0x12c1df40,-117.96045147665467
32145,2025-06-25 04:33:15.923434,50.324,8,1706.271702,50.324,1,0xcaf0036a,0,0,8,840,9031,2,26,1,0,0xa58452f0,34.13005902708632
32627,2025-06-25 04:33:15.973114,49.68,8,1706.321382,49.68,1,0xcaf0036a,0,0,8,840,9031,3,17,1,0,0x400010,4194320
33192,2025-06-25 04:33:16.023594,50.48,8,1706.371862,50.48,1,0xcaf0036a,0,0,8,840,9031,0,24,1,0,0x1c00030,29360176
33675,2025-06-25 04:33:16.073160,49.566,8,1706.421427,49.565,1,0xcaf0036a,0,0,8,1100,9291,1,1,1,0,0x24fabe11,-117.95875670000001
34403,2025-06-25 04:33:16.143607,70.447,8,1706.491875,70.448,1,0xcaf0036a,0,0,8,1100,9291,2,2,1,0,0x49fd0789,34.131930499999996
34906,2025-06-25 04:33:16.193094,49.487,8,1706.541361,49.486,1,0xcaf0036a,0,0,8,1180,9371,3,1,1,0,0x24fad29a,-117.95823100000001
35455,2025-06-25 04:33:16.243862,50.768,8,1706.59213,50.769,1,0xcaf0036a,0,0,8,3277,11468,0,1,0,1,0x24f92cc9,-117.9690295
35956,2025-06-25 04:33:16.293095,49.233,8,1706.641363,49.233,1,0xcaf0036a,0,0,8,3277,11468,1,1,1,1,0x24f92cc9,-117.9690295
36671,2025-06-25 04:33:16.363465,70.37,8,1706.711733,70.37,1,0xcaf0036a,0,0,8,3277,11468,2,2,0,1,0x49fe3837,34.1397303
37175,2025-06-25 04:33:16.413119,49.653999999999996,8,1706.761387,49.654,1,0xcaf0036a,0,0,8,3277,11468,3,2,1,1,0x49fe3837,34.1397303
37887,2025-06-25 04:33:16.483569,70.45,8,1706.831837,70.45,1,0xcaf0036a,0,0,8,3277,11468,0,25,0,0,0xb2c1c640,-117.9690345470371
38394,2025-06-25 04:33:16.533108,49.539,8,1706.881376,49.539,1,0xcaf0036a,0,0,8,3277,11468,1,25,1,0,0xb2c1c640,-117.9690345470371
39157,2025-06-25 04:33:16.603484,70.37599999999999,8,1706.951752,70.376,1,0xcaf0036a,0,0,8,3277,11468,2,26,0,0,0xe5846f20,34.139736438942506
39630,2025-06-25 04:33:16.653285,49.800999999999995,8,1707.001553,49.801,1,0xcaf0036a,0,0,8,3277,11468,3,26,1,0,0xe5846f20,34.139736438942506
40353,2025-06-25 04:33:16.723471,70.18599999999999,8,1707.071739,70.186,1,0xcaf0036a,0,0,8,3277,11468,0,17,0,0,0xc00020,12582944
40820,2025-06-25 04:33:16.773118,49.647,8,1707.121386,49.647,1,0xcaf0036a,0,0,8,3277,11468,1,17,1,0,0xc00020,12582944
41542,2025-06-25 04:33:16.843188,70.07,8,1707.191456,70.07,1,0xcaf0036a,0,0,8,3277,11468,2,24,0,0,0x1c00030,29360176
42051,2025-06-25 04:33:16.892154,48.966,8,1707.241409,49.953,1,0xcaf0036a,0,0,8,3277,11468,3,24,1,0,0x1c00030,29360176
42790,2025-06-25 04:33:16.962506,70.352,8,1707.311761,70.352,1,0xcaf0036a,0,0,8,1180,9371,0,2,1,0,0x49fd1e2a,34.132509799999994
43374,2025-06-25 04:33:17.018204,55.698,8,1707.367458,55.697,1,0xcaf0036a,0,0,8,1367,9558,1,1,1,0,0x24faf8be,-117.9572546
43821,2025-06-25 04:33:17.062520,44.316,8,1707.411775,44.317,1,0xcaf0036a,0,0,8,1367,9558,2,2,1,0,0x49fd5795,34.1339797
44342,2025-06-25 04:33:17.112195,49.675,8,1707.461449,49.674,1,0xcaf0036a,0,0,8,1407,9598,3,1,1,0,0x24faff72,-117.95708300000001
45030,2025-06-25 04:33:17.182513,70.31800000000001,8,1707.531768,70.319,1,0xcaf0036a,0,0,8,1407,9598,0,2,1,0,0x49fd645d,34.1343069
45557,2025-06-25 04:33:17.232172,49.659,8,1707.581426,49.658,1,0xcaf0036a,0,0,8,1422,9613,1,1,1,0,0x24fb01f6,-117.9570186
46269,2025-06-25 04:33:17.302672,70.5,8,1707.651927,70.501,1,0xcaf0036a,0,0,8,1422,9613,2,2,1,0,0x49fd6965,34.1344357
46780,2025-06-25 04:33:17.352197,49.525,8,1707.701452,49.525,1,0xcaf0036a,0,0,8,1422,9613,3,25,1,0,0x2c1e940,-117.9570182485017
47894,2025-06-25 04:33:17.462534,110.337,8,1707.811789,110.337,1,0xcaf0036a,0,0,8,3289,11480,0,1,0,1,0x24f927f7,-117.96915290000001
