logIndex,logTime,¦¤logTime[ms],length,timeStamp[s],¦¤timeStamp[ms],seq,ID,msgcnt,¦¤msgcnt,Path Index,Offset,Offset(Adj),Cyclic Counter,Profile type,Retransmission,Update,Accuracy,Distance,Value 0,Value 1
325,2025-01-31 04:14:41.815848,0.0,8,4259.986109,0.0,7,0xcaf0025e,0,0,51,1841,1841,1,1,1,0,0,0,613,1023
328,2025-01-31 04:14:41.815877,0.029,8,4259.986138,0.029,1,0xcaf0025e,0,0,51,1841,1841,1,1,1,0,0,0,613,1023
954,2025-01-31 04:14:41.835850,19.973000000000003,8,4260.00611,19.972,7,0xcaf0025e,0,0,51,7338,7338,2,4,1,0,0,11,523,521
955,2025-01-31 04:14:41.835878,0.028,8,4260.006138,0.028,1,0xcaf0025e,0,0,51,7338,7338,2,4,1,0,0,11,523,521
1579,2025-01-31 04:14:41.855727,19.849,8,4260.025987,19.849,7,0xcaf0025e,0,0,51,7338,7338,3,16,1,0,3,0,19,1023
1580,2025-01-31 04:14:41.855754,0.027,8,4260.026015,0.028,1,0xcaf0025e,0,0,51,7338,7338,3,16,1,0,3,0,19,1023
2264,2025-01-31 04:14:41.875858,20.104,8,4260.046118,20.103,7,0xcaf0025e,0,0,51,7349,7349,0,4,1,0,0,4,521,523
2265,2025-01-31 04:14:41.875886,0.028,8,4260.046147,0.029,1,0xcaf0025e,0,0,51,7349,7349,0,4,1,0,0,4,521,523
2967,2025-01-31 04:14:41.895709,19.823,8,4260.065969,19.822,7,0xcaf0025e,0,0,51,1852,1852,1,1,1,0,0,0,608,1023
2968,2025-01-31 04:14:41.895737,0.028,8,4260.065997,0.028,1,0xcaf0025e,0,0,51,1852,1852,1,1,1,0,0,0,608,1023
3670,2025-01-31 04:14:41.915692,19.955000000000002,8,4260.085952,19.955,7,0xcaf0025e,0,0,51,7353,7353,2,4,1,0,0,53,523,523
3671,2025-01-31 04:14:41.915720,0.028,8,4260.08598,0.028,1,0xcaf0025e,0,0,51,7353,7353,2,4,1,0,0,53,523,523
4299,2025-01-31 04:14:41.935793,20.073,8,4260.106053,20.073,7,0xcaf0025e,0,0,51,1857,1857,3,1,1,0,0,0,613,1023
4300,2025-01-31 04:14:41.935822,0.029,8,4260.106083,0.03,1,0xcaf0025e,0,0,51,1857,1857,3,1,1,0,0,0,613,1023
6011,2025-01-31 04:14:41.985842,50.02,8,4260.156102,50.019,7,0xcaf0025e,0,0,51,1868,1868,0,1,1,0,0,0,603,1023
6012,2025-01-31 04:14:41.985853,0.011,8,4260.156113,0.011,1,0xcaf0025e,0,0,51,1868,1868,0,1,1,0,0,0,603,1023
6646,2025-01-31 04:14:42.005879,20.026,8,4260.176139,20.026,7,0xcaf0025e,0,0,51,1873,1873,1,1,1,0,0,0,593,1023
6647,2025-01-31 04:14:42.005907,0.028,8,4260.176167,0.028,1,0xcaf0025e,0,0,51,1873,1873,1,1,1,0,0,0,593,1023
7304,2025-01-31 04:14:42.025690,19.782999999999998,8,4260.19595,19.783,7,0xcaf0025e,0,0,51,1878,1878,2,1,1,0,0,0,583,1023
7305,2025-01-31 04:14:42.025719,0.029,8,4260.195979,0.029,1,0xcaf0025e,0,0,51,1878,1878,2,1,1,0,0,0,583,1023
8045,2025-01-31 04:14:42.045758,20.039,8,4260.216018,20.039,7,0xcaf0025e,0,0,51,1883,1883,3,1,1,0,0,0,571,1023
8046,2025-01-31 04:14:42.045786,0.028,8,4260.216046,0.028,1,0xcaf0025e,0,0,51,1883,1883,3,1,1,0,0,0,571,1023
8763,2025-01-31 04:14:42.065749,19.963,8,4260.236009,19.963,1,0xcaf0025e,0,0,51,1889,1889,0,1,1,0,0,0,541,1023
8772,2025-01-31 04:14:42.065875,0.126,8,4260.236135,0.126,7,0xcaf0025e,0,0,51,1889,1889,0,1,1,0,0,0,541,1023
9461,2025-01-31 04:14:42.085752,19.877,8,4260.256012,19.877,7,0xcaf0025e,0,0,51,1894,1894,1,1,1,0,0,0,561,1023
9462,2025-01-31 04:14:42.085781,0.029,8,4260.256041,0.029,1,0xcaf0025e,0,0,51,1894,1894,1,1,1,0,0,0,561,1023
10088,2025-01-31 04:14:42.105734,19.953,8,4260.275994,19.953,1,0xcaf0025e,0,0,51,1899,1899,2,1,1,0,0,0,583,1023
10089,2025-01-31 04:14:42.105792,0.058,8,4260.276052,0.058,7,0xcaf0025e,0,0,51,1899,1899,2,1,1,0,0,0,583,1023
10749,2025-01-31 04:14:42.125701,19.909,8,4260.295961,19.909,7,0xcaf0025e,0,0,51,7406,7406,3,4,1,0,0,22,523,521
10750,2025-01-31 04:14:42.125731,0.030000000000000002,8,4260.295991,0.03,1,0xcaf0025e,0,0,51,7406,7406,3,4,1,0,0,22,523,521
11379,2025-01-31 04:14:42.145685,19.954,8,4260.315946,19.955,7,0xcaf0025e,0,0,51,7406,7406,0,16,1,0,3,0,19,1023
11380,2025-01-31 04:14:42.145715,0.030000000000000002,8,4260.315976,0.03,1,0xcaf0025e,0,0,51,7406,7406,0,16,1,0,3,0,19,1023
12137,2025-01-31 04:14:42.165937,20.222,8,4260.336197,20.221,7,0xcaf0025e,0,0,51,1920,1920,1,1,1,0,0,0,588,1023
12139,2025-01-31 04:14:42.165967,0.030000000000000002,8,4260.336227,0.03,1,0xcaf0025e,0,0,51,1920,1920,1,1,1,0,0,0,588,1023
13425,2025-01-31 04:14:42.205803,39.836000000000006,8,4260.376064,39.837,1,0xcaf0025e,0,0,51,1925,1925,2,1,1,0,0,0,593,1023
13426,2025-01-31 04:14:42.205834,0.031,8,4260.376095,0.031,7,0xcaf0025e,0,0,51,1925,1925,2,1,1,0,0,0,593,1023
14090,2025-01-31 04:14:42.225718,19.884,8,4260.395978,19.883,7,0xcaf0025e,0,0,51,1929,1929,3,1,1,0,0,0,588,1023
14091,2025-01-31 04:14:42.225747,0.029,8,4260.396008,0.03,1,0xcaf0025e,0,0,51,1929,1929,3,1,1,0,0,0,588,1023
14741,2025-01-31 04:14:42.245693,19.945999999999998,8,4260.415953,19.945,7,0xcaf0025e,0,0,51,7428,7428,0,4,1,0,0,16,521,525
14742,2025-01-31 04:14:42.245722,0.029,8,4260.415982,0.029,1,0xcaf0025e,0,0,51,7428,7428,0,4,1,0,0,16,521,525
15452,2025-01-31 04:14:42.265854,20.132,8,4260.436114,20.132,7,0xcaf0025e,0,0,51,1939,1939,1,1,1,0,0,0,593,1023
15454,2025-01-31 04:14:42.265884,0.030000000000000002,8,4260.436144,0.03,1,0xcaf0025e,0,0,51,1939,1939,1,1,1,0,0,0,593,1023
16118,2025-01-31 04:14:42.285833,19.949,8,4260.456093,19.949,7,0xcaf0025e,0,0,51,7444,7444,2,4,1,0,0,39,525,523
16119,2025-01-31 04:14:42.285862,0.029,8,4260.456122,0.029,1,0xcaf0025e,0,0,51,7444,7444,2,4,1,0,0,39,525,523
17105,2025-01-31 04:14:42.315833,29.971,8,4260.486093,29.971,7,0xcaf0025e,0,0,51,2011,2011,3,1,0,0,0,0,613,1023
17107,2025-01-31 04:14:42.315861,0.028,8,4260.486121,0.028,1,0xcaf0025e,0,0,51,2011,2011,3,1,0,0,0,0,613,1023
17724,2025-01-31 04:14:42.335816,19.955000000000002,8,4260.506076,19.955,7,0xcaf0025e,0,0,51,2011,2011,0,1,1,0,0,0,613,1023
17725,2025-01-31 04:14:42.335844,0.028,8,4260.506104,0.028,1,0xcaf0025e,0,0,51,2011,2011,0,1,1,0,0,0,613,1023
18346,2025-01-31 04:14:42.355736,19.892,8,4260.525996,19.892,7,0xcaf0025e,0,0,51,1952,1952,1,1,1,0,0,16,588,583
