logIndex,logTime,¦¤logTime[ms],length,timeStamp[s],¦¤timeStamp[ms],seq,ID,msgcnt,¦¤msgcnt,Path Index,Offset,Offset(Adj),Cyclic Counter,Position Index,Position Probablility,Position Age,Position Confidence,Speed,Relative Heading
7005,2025-01-31 03:55:42.175517,0.0,8,3120.155628,0.0,7,0xcaf0054c,0,0,31,6530,6530,2,0,30,77,0,178,0
7172,2025-01-31 03:55:42.180822,5.305,8,3120.160933,5.305,1,0xcaf0054c,0,0,31,6530,6530,2,0,30,77,0,178,0
25430,2025-01-31 03:55:42.725025,544.203,8,3120.705135,544.202,7,0xcaf0054c,0,0,31,6530,6530,3,0,30,186,0,178,0
25579,2025-01-31 03:55:42.729231,4.2059999999999995,8,3120.709341,4.206,1,0xcaf0054c,0,0,31,6530,6530,3,0,30,186,0,178,0
43918,2025-01-31 03:55:43.275369,546.138,8,3121.255479,546.138,7,0xcaf0054c,0,0,31,6551,6551,0,0,30,117,0,178,0
44012,2025-01-31 03:55:43.278095,2.726,8,3121.258205,2.726,1,0xcaf0054c,0,0,31,6551,6551,0,0,30,117,0,178,0
62135,2025-01-31 03:55:43.825134,547.0390000000001,8,3121.805245,547.04,7,0xcaf0054c,0,0,31,6572,6572,1,0,30,46,0,178,0
62200,2025-01-31 03:55:43.826665,1.531,8,3121.806775,1.53,1,0xcaf0054c,0,0,31,6572,6572,1,0,30,46,0,178,0
80839,2025-01-31 03:55:44.384879,558.2139999999999,8,3122.36499,558.215,1,0xcaf0054c,0,0,31,6572,6572,2,0,30,158,0,178,0
80842,2025-01-31 03:55:44.384999,0.12000000000000001,8,3122.365109,0.119,7,0xcaf0054c,0,0,31,6572,6572,2,0,30,158,0,178,0
98628,2025-01-31 03:55:44.924476,539.477,8,3122.904586,539.477,1,0xcaf0054c,0,0,31,6593,6593,3,0,30,86,0,179,0
98633,2025-01-31 03:55:44.924833,0.357,8,3122.904944,0.358,7,0xcaf0054c,0,0,31,6593,6593,3,0,30,86,0,179,0
117121,2025-01-31 03:55:45.474726,549.8929999999999,8,3123.454836,549.892,1,0xcaf0054c,0,0,31,6614,6614,0,0,30,16,0,179,0
117132,2025-01-31 03:55:45.475275,0.549,8,3123.455385,0.549,7,0xcaf0054c,0,0,31,6614,6614,0,0,30,16,0,179,0
135001,2025-01-31 03:55:46.013421,538.146,8,3123.993532,538.147,1,0xcaf0054c,0,0,31,6614,6614,1,0,30,124,0,179,0
135044,2025-01-31 03:55:46.015082,1.661,8,3123.995192,1.66,7,0xcaf0054c,0,0,31,6614,6614,1,0,30,124,0,179,0
152774,2025-01-31 03:55:46.544576,529.494,8,3124.524687,529.495,1,0xcaf0054c,0,0,31,6635,6635,2,0,30,50,0,179,0
152832,2025-01-31 03:55:46.546852,2.276,8,3124.526963,2.276,7,0xcaf0054c,0,0,31,6635,6635,2,0,30,50,0,179,0
171170,2025-01-31 03:55:47.094371,547.519,8,3125.074481,547.518,1,0xcaf0054c,0,0,31,6635,6635,3,0,30,160,0,179,0
171196,2025-01-31 03:55:47.095477,1.106,8,3125.075587,1.106,7,0xcaf0054c,0,0,31,6635,6635,3,0,30,160,0,179,0
189451,2025-01-31 03:55:47.644207,548.73,8,3125.624318,548.731,1,0xcaf0054c,0,0,31,6658,6658,0,0,30,70,0,179,0
189464,2025-01-31 03:55:47.644799,0.592,8,3125.62491,0.592,7,0xcaf0054c,0,0,31,6658,6658,0,0,30,70,0,179,0
207476,2025-01-31 03:55:48.183897,539.098,8,3126.164008,539.098,1,0xcaf0054c,0,0,31,6658,6658,1,0,30,180,0,179,0
207516,2025-01-31 03:55:48.184909,1.012,8,3126.165019,1.011,7,0xcaf0054c,0,0,31,6658,6658,1,0,30,180,0,179,0
225992,2025-01-31 03:55:48.733424,548.515,8,3126.713535,548.516,1,0xcaf0054c,0,0,31,6679,6679,2,0,30,108,0,179,0
226051,2025-01-31 03:55:48.735182,1.758,8,3126.715292,1.757,7,0xcaf0054c,0,0,31,6679,6679,2,0,30,108,0,179,0
244478,2025-01-31 03:55:49.282655,547.473,8,3127.262766,547.474,1,0xcaf0054c,0,0,31,6700,6700,3,0,30,38,1,179,0
244539,2025-01-31 03:55:49.285055,2.4,8,3127.265166,2.4,7,0xcaf0054c,0,0,31,6700,6700,3,0,30,38,1,179,0
262705,2025-01-31 03:55:49.833121,548.066,8,3127.813231,548.065,1,0xcaf0054c,0,0,31,6700,6700,0,0,30,147,1,179,0
