logIndex,logTime,¦¤logTime[ms],length,timeStamp[s],¦¤timeStamp[ms],seq,ID,msgcnt,¦¤msgcnt,Path Index,Offset,Offset(Adj),Cyclic Counter,AD2 flag,Speed Units,Tunnel,Bridge,Build-up Area,Retransmission,Update,Relative Probability,Functional Road Class,Part of Calculated route,Expressway Flag,Form of Way,Effective Speed Limit,Effective Speed Limit Type,Number of Lanes in driving direction
99,2025-01-31 01:51:06.693138,0.0,8,0.177292,0.0,1,0xcaf0036d,0,0,2,8191,8191,0,0,0,2,2,2,1,0,31,7,3,0,15,0,7,15
247,2025-01-31 01:51:06.743864,50.726,8,0.228018,50.726,1,0xcaf0036d,0,0,2,8191,8191,1,0,0,2,2,2,1,0,31,7,3,0,15,0,7,15
528,2025-01-31 01:51:06.803055,59.191,8,0.287208,59.19,1,0xcaf0036d,0,0,2,8191,8191,2,0,0,2,2,2,1,0,31,7,3,0,15,0,7,15
773,2025-01-31 01:51:06.853170,50.115,8,0.337324,50.116,1,0xcaf0036d,0,0,2,8191,8191,3,0,0,2,2,2,1,0,31,7,3,0,15,0,7,15
8220,2025-01-31 01:51:06.913289,60.119,8,0.397443,60.119,1,0xcaf0036d,0,0,2,8191,8191,0,0,0,2,2,2,1,0,31,7,3,0,15,0,7,15
8380,2025-01-31 01:51:06.963776,50.486999999999995,8,0.44793,50.487,1,0xcaf0036d,0,0,2,8191,8191,1,0,0,2,2,2,1,0,31,7,3,0,15,0,7,15
8664,2025-01-31 01:51:07.023257,59.481,8,0.50741,59.48,1,0xcaf0036d,0,0,2,8191,8191,2,0,0,2,2,2,1,0,31,7,3,0,15,0,7,15
8887,2025-01-31 01:51:07.073020,49.763000000000005,8,0.557174,49.764,1,0xcaf0036d,0,0,2,8191,8191,3,0,0,2,2,2,1,0,31,7,3,0,15,0,7,15
9130,2025-01-31 01:51:07.123992,50.972,8,0.608145,50.971,1,0xcaf0036d,0,0,2,8191,8191,0,0,0,2,2,2,1,0,31,7,3,0,15,0,7,15
13005,2025-01-31 01:51:07.173005,49.013,8,0.657159,49.014,1,0xcaf0036d,0,0,2,8191,8191,1,0,0,2,2,2,1,0,31,7,3,0,15,0,7,15
13294,2025-01-31 01:51:07.233284,60.278999999999996,8,0.717437,60.278,1,0xcaf0036d,0,0,2,8191,8191,2,0,0,2,2,2,1,0,31,7,3,0,15,0,7,15
13527,2025-01-31 01:51:07.283398,50.114,8,0.767552,50.115,1,0xcaf0036d,0,0,2,8191,8191,3,0,0,2,2,2,1,0,31,7,3,0,15,0,7,15
13815,2025-01-31 01:51:07.343283,59.885,8,0.827437,59.885,1,0xcaf0036d,0,0,2,8191,8191,0,0,0,2,2,2,1,0,31,7,3,0,15,0,7,15
13963,2025-01-31 01:51:07.394813,51.53,8,0.878967,51.53,1,0xcaf0036d,0,0,2,8191,8191,1,0,0,2,2,2,1,0,31,7,3,0,15,0,7,15
14791,2025-01-31 01:51:07.453307,58.494,8,0.93746,58.493,1,0xcaf0036d,0,0,2,8191,8191,2,0,0,2,2,2,1,0,31,7,3,0,15,0,7,15
15023,2025-01-31 01:51:07.503212,49.905,8,0.987366,49.906,1,0xcaf0036d,0,0,2,8191,8191,3,0,0,2,2,2,1,0,31,7,3,0,15,0,7,15
15279,2025-01-31 01:51:07.556561,53.349000000000004,8,1.040714,53.348,1,0xcaf0036d,0,0,2,8191,8191,0,0,0,2,2,2,1,0,31,7,3,0,15,0,7,15
