logIndex,logTime,¦¤logTime[ms],length,timeStamp[s],¦¤timeStamp[ms],seq,ID,msgcnt,¦¤msgcnt,Path Index,Offset,Offset(Adj),Cyclic Counter,Profile type,Retransmission,Update,Accuracy,Distance,Value 0,Value 1
2,2025-01-31 01:51:06.642778,0.0,8,0.126931,0.0,1,0xcaf0025e,0,0,2,8191,8191,1,0,1,0,3,0,1023,1023
39,2025-01-31 01:51:06.662779,20.001,8,0.146933,20.002,1,0xcaf0025e,0,0,2,8191,8191,2,0,1,0,3,0,1023,1023
74,2025-01-31 01:51:06.682759,19.98,8,0.166912,19.979,1,0xcaf0025e,0,0,2,8191,8191,3,0,1,0,3,0,1023,1023
192,2025-01-31 01:51:06.732756,49.997,8,0.216909,49.997,1,0xcaf0025e,0,0,2,8191,8191,0,0,1,0,3,0,1023,1023
281,2025-01-31 01:51:06.752748,19.992,8,0.236901,19.992,1,0xcaf0025e,0,0,2,8191,8191,1,0,1,0,3,0,1023,1023
381,2025-01-31 01:51:06.772740,19.992,8,0.256894,19.993,1,0xcaf0025e,0,0,2,8191,8191,2,0,1,0,3,0,1023,1023
474,2025-01-31 01:51:06.792753,20.012999999999998,8,0.276907,20.013,1,0xcaf0025e,0,0,2,8191,8191,3,0,1,0,3,0,1023,1023
726,2025-01-31 01:51:06.843044,50.291000000000004,8,0.327197,50.29,1,0xcaf0025e,0,0,2,8191,8191,0,0,1,0,3,0,1023,1023
825,2025-01-31 01:51:06.862722,19.678,8,0.346875,19.678,1,0xcaf0025e,0,0,2,8191,8191,1,0,1,0,3,0,1023,1023
926,2025-01-31 01:51:06.882868,20.146,8,0.367022,20.147,1,0xcaf0025e,0,0,2,8191,8191,2,0,1,0,3,0,1023,1023
8199,2025-01-31 01:51:06.902767,19.899,8,0.386921,19.899,1,0xcaf0025e,0,0,2,8191,8191,3,0,1,0,3,0,1023,1023
8320,2025-01-31 01:51:06.952781,50.014,8,0.436934,50.013,1,0xcaf0025e,0,0,2,8191,8191,0,0,1,0,3,0,1023,1023
8422,2025-01-31 01:51:06.972722,19.941,8,0.456876,19.942,1,0xcaf0025e,0,0,2,8191,8191,1,0,1,0,3,0,1023,1023
8516,2025-01-31 01:51:06.992790,20.067999999999998,8,0.476943,20.067,1,0xcaf0025e,0,0,2,8191,8191,2,0,1,0,3,0,1023,1023
8609,2025-01-31 01:51:07.012731,19.941,8,0.496885,19.942,1,0xcaf0025e,0,0,2,8191,8191,3,0,1,0,3,0,1023,1023
8842,2025-01-31 01:51:07.062749,50.018,8,0.546902,50.017,1,0xcaf0025e,0,0,2,8191,8191,0,0,1,0,3,0,1023,1023
8933,2025-01-31 01:51:07.082741,19.992,8,0.566895,19.993,1,0xcaf0025e,0,0,2,8191,8191,1,0,1,0,3,0,1023,1023
9044,2025-01-31 01:51:07.104983,22.242,8,0.589136,22.241,1,0xcaf0025e,0,0,2,8191,8191,2,0,1,0,3,0,1023,1023
9122,2025-01-31 01:51:07.122802,17.819000000000003,8,0.606955,17.819,1,0xcaf0025e,0,0,2,8191,8191,3,0,1,0,3,0,1023,1023
9265,2025-01-31 01:51:07.162746,39.944,8,0.6469,39.945,1,0xcaf0025e,0,0,2,8191,8191,0,0,1,0,3,0,1023,1023
13053,2025-01-31 01:51:07.182741,19.994999999999997,8,0.666895,19.995,1,0xcaf0025e,0,0,2,8191,8191,1,0,1,0,3,0,1023,1023
13168,2025-01-31 01:51:07.205053,22.311999999999998,8,0.689207,22.312,1,0xcaf0025e,0,0,2,8191,8191,2,0,1,0,3,0,1023,1023
13249,2025-01-31 01:51:07.222724,17.671,8,0.706878,17.671,1,0xcaf0025e,0,0,2,8191,8191,3,0,1,0,3,0,1023,1023
13476,2025-01-31 01:51:07.272755,50.031,8,0.756909,50.031,1,0xcaf0025e,0,0,2,8191,8191,0,0,1,0,3,0,1023,1023
13571,2025-01-31 01:51:07.292719,19.964,8,0.776872,19.963,1,0xcaf0025e,0,0,2,8191,8191,1,0,1,0,3,0,1023,1023
13665,2025-01-31 01:51:07.312736,20.017,8,0.796889,20.017,1,0xcaf0025e,0,0,2,8191,8191,2,0,1,0,3,0,1023,1023
13764,2025-01-31 01:51:07.332719,19.983,8,0.816872,19.983,1,0xcaf0025e,0,0,2,8191,8191,3,0,1,0,3,0,1023,1023
13936,2025-01-31 01:51:07.382779,50.06,8,0.866932,50.06,1,0xcaf0025e,0,0,2,8191,8191,0,0,1,0,3,0,1023,1023
13973,2025-01-31 01:51:07.402717,19.938000000000002,8,0.88687,19.938,1,0xcaf0025e,0,0,2,8191,8191,1,0,1,0,3,0,1023,1023
14020,2025-01-31 01:51:07.422724,20.007,8,0.906878,20.008,1,0xcaf0025e,0,0,2,8191,8191,2,0,1,0,3,0,1023,1023
14747,2025-01-31 01:51:07.443032,20.308,8,0.927185,20.307,1,0xcaf0025e,0,0,2,8191,8191,3,0,1,0,3,0,1023,1023
14972,2025-01-31 01:51:07.492761,49.729,8,0.976914,49.729,1,0xcaf0025e,0,0,2,8191,8191,0,0,1,0,3,0,1023,1023
15068,2025-01-31 01:51:07.512749,19.988,8,0.996903,19.989,1,0xcaf0025e,0,0,2,8191,8191,1,0,1,0,3,0,1023,1023
15157,2025-01-31 01:51:07.532723,19.974,8,1.016877,19.974,1,0xcaf0025e,0,0,2,8191,8191,2,0,1,0,3,0,1023,1023
15242,2025-01-31 01:51:07.552847,20.124,8,1.037001,20.124,1,0xcaf0025e,0,0,2,8191,8191,3,0,1,0,3,0,1023,1023
